,Sentence,Intent,Color,Item
29376,nuxjlmf,unknown,unknown,unknown
29377,fyoxnnflmdgynf,unknown,unknown,unknown
29378,dsf,unknown,unknown,unknown
29379,urbwby,unknown,unknown,unknown
29380,what is the price of a black skirt,Asking for the price,black,skirt
29381,csprulmebxalmz,unknown,unknown,unknown
29382,wsxjkufye,unknown,unknown,unknown
29383,how much does a purple dress cost,Asking for the price,purple,dress
29384,xaesirjeerivv,unknown,unknown,unknown
29385,jggkhavtvexzyquki,unknown,unknown,unknown
29386,odjepyhebpk,unknown,unknown,unknown
29387,qjfsxlmvbobsv,unknown,unknown,unknown
29388,dlmtaeaxk,unknown,unknown,unknown
29389,I'd like to buy a t-shirt do you still have,Making Order,unknown,t-shirt
29390,engihhfnrnqxddk,unknown,unknown,unknown
29391,anaiqrarkhv,unknown,unknown,unknown
29392,blmoqfa,unknown,unknown,unknown
29393,sopefozx,unknown,unknown,unknown
29394,vhwa,unknown,unknown,unknown
29395,sybdrtjyrb,unknown,unknown,unknown
29396,unsytuy,unknown,unknown,unknown
29397,ojgkrfpfxquqwz,unknown,unknown,unknown
29398,cvktndhytz,unknown,unknown,unknown
29399,ojgaxu,unknown,unknown,unknown
29400,what about cyan pantalon,Check Availability,cyan,pantalon
29401,iicxuht,unknown,unknown,unknown
29402,bwitiwpieeg,unknown,unknown,unknown
29403,I want to buy a shoes may i ask for,Making Order,unknown,shoes
29404,skzlmplmgas,unknown,unknown,unknown
29405,is there available a pullover,unknown,unknown,pullover
29406,gybzqnhlmxqkqgtshax,unknown,unknown,unknown
29407,ryqnlmutcgjjct,unknown,unknown,unknown
29408,dsyhelmklmj,unknown,unknown,unknown
29409,efrfzrawqozvhoz,unknown,unknown,unknown
29410,ucepxyz,unknown,unknown,unknown
29411,cywaga,unknown,unknown,unknown
29412,uardyr,unknown,unknown,unknown
29413,bwnxnrjfwscy,unknown,unknown,unknown
29414,I would like to order a skirt do you have,Making Order,unknown,skirt
29415,rkkfcvevhzobnnrdcy,unknown,unknown,unknown
29416,csqadgejbvxc,unknown,unknown,unknown
29417,may i ask for a black body,Check Availability,black,body
29418,dzwpukkkwsydnqp,unknown,unknown,unknown
29419,jracbuajnrtysxs,unknown,unknown,unknown
29420,skwoanduygdywdolm,unknown,unknown,unknown
29421,kilmkjrtb,unknown,unknown,unknown
29422,pcrpzv,unknown,unknown,unknown
29423,vhskbrlm,unknown,unknown,unknown
29424,gegti,unknown,unknown,unknown
29425,bpuwbeoytztwt,unknown,unknown,unknown
29426,ugp,unknown,unknown,unknown
29427,cqxqxxtlm,unknown,unknown,unknown
29428,zxasfbkgkdftjbxbvs,unknown,unknown,unknown
29429,lmfctpedyghoearl,unknown,unknown,unknown
29430,can i find a chemise,unknown,unknown,chemise
29431,may i ask for a blue short,Check Availability,blue,short
29432,tihdcjgziopggfhpyre,unknown,unknown,unknown
29433,iqvkapbrjhokodvfsr,unknown,unknown,unknown
29434,rvhplmn,unknown,unknown,unknown
29435,kvnxpvpixxpjfx,unknown,unknown,unknown
29436,can i find a green skirt,Check Availability,green,skirt
29437,bhynf,unknown,unknown,unknown
29438,I'd like to buy a short is there available,Making Order,unknown,short
29439,qfgnbza,unknown,unknown,unknown
29440,I want to add a pantalon do you have,Making Order,unknown,pantalon
29441,beeusiyuzbsjs,unknown,unknown,unknown
29442,xzwuhjcikvjgwbcx,unknown,unknown,unknown
29443,rdvukbkadhxhx,unknown,unknown,unknown
29444,awkxysdqivjzpgxa,unknown,unknown,unknown
29445,what about the cyan jacket,Check Availability,cyan,jacket
29446,hyord,unknown,unknown,unknown
29447,hpgjjrhnncgpkocy,unknown,unknown,unknown
29448,adiylmkfrbx,unknown,unknown,unknown
29449,zfppnrhzppsk,unknown,unknown,unknown
29450,tlmrsuvonryb,unknown,unknown,unknown
29451,byapq,unknown,unknown,unknown
29452,puvukvvj,unknown,unknown,unknown
29453,qvjvxpscavbce,unknown,unknown,unknown
29454,I would like to order a shirt do you have,Making Order,unknown,shirt
29455,rbecni,unknown,unknown,unknown
29456,odkpagiebdvy,unknown,unknown,unknown
29457,uhrsnnouscwojr,unknown,unknown,unknown
29458,kdfslmpkxcxpkjcrzwg,unknown,unknown,unknown
29459,ekoeioyscay,unknown,unknown,unknown
29460,vjtnt,unknown,unknown,unknown
29461,I'd like to take a may i ask for,Making Order,unknown,unknown
29462,oplmexsbaaigg,unknown,unknown,unknown
29463,qdofgifxyyabktdvyrg,unknown,unknown,unknown
29464,noyzzopawsvxxez,unknown,unknown,unknown
29465,na,unknown,unknown,unknown
29466,qcvjte,unknown,unknown,unknown
29467,gsenvcjteos,unknown,unknown,unknown
29468,akrfxqp,unknown,unknown,unknown
29469,upuuuzswkuz,unknown,unknown,unknown
29470,is there a green jeans,Check Availability,green,jeans
29471,dhepc,unknown,unknown,unknown
29472,jytrprwdtzpvbcuvf,unknown,unknown,unknown
29473,qhqhnhwlmfynykvuyul,unknown,unknown,unknown
29474,is there a olive shirt,Check Availability,olive,shirt
29475,czugrbgyijgt,unknown,unknown,unknown
29476,what about a body,unknown,unknown,body
29477,seblmqkndcu,unknown,unknown,unknown
29478,oyxsdyrlmyupvlmhjg,unknown,unknown,unknown
29479,what about the purple hat,Check Availability,purple,hat
29480,psdzcrvnus,unknown,unknown,unknown
29481,racdfdlmpviikak,unknown,unknown,unknown
29482,eahunipwwwvdiqlmcc,unknown,unknown,unknown
29483,ujhpocgdxdc,unknown,unknown,unknown
29484,rebxe,unknown,unknown,unknown
29485,kbcxxbqlmysxqo,unknown,unknown,unknown
29486,I want to add a may i ask for,Making Order,unknown,unknown
29487,hjhokcbcb,unknown,unknown,unknown
29488,rooxnafnrsb,unknown,unknown,unknown
29489,kafppr,unknown,unknown,unknown
29490,twquangn,unknown,unknown,unknown
29491,nvzisnvhuqqgnfuv,unknown,unknown,unknown
29492,i am looking for a yellow chemise,Check Availability,yellow,chemise
29493,xbtccwhgkhtazfykd,unknown,unknown,unknown
29494,irpbptehjarbjkt,unknown,unknown,unknown
29495,ibpwc,unknown,unknown,unknown
29496,buyhashfdy,Making Order,unknown,unknown
29497,tlmzzxs,unknown,unknown,unknown
29498,brnupwdqpdwduonir,unknown,unknown,unknown
29499,ttyddcjetdlmxtj,unknown,unknown,unknown
29500,ucbojbjtyv,unknown,unknown,unknown
29501,kfwebcwzganz,unknown,unknown,unknown
29502,sgiehei,unknown,unknown,unknown
29503,fpnyxp,unknown,unknown,unknown
29504,lmzqv,unknown,unknown,unknown
29505,dhkavcy,unknown,unknown,unknown
29506,zqyi,unknown,unknown,unknown
29507,uavdy,unknown,unknown,unknown
29508,ccuefbrpzsxlmdnda,unknown,unknown,unknown
29509,wdqdxtwowrqdesz,unknown,unknown,unknown
29510,qolmskiag,unknown,unknown,unknown
29511,vwshyinxzdcvtd,unknown,unknown,unknown
29512,what is the price of a yellow shirt,Asking for the price,yellow,shirt
29513,hgigf,unknown,unknown,unknown
29514,what about black pullover,Check Availability,black,pullover
29515,nglmapycf,unknown,unknown,unknown
29516,what is the price of a purple shirt,Asking for the price,purple,shirt
29517,jpzccakzinlmehr,unknown,unknown,unknown
29518,I need to add a shoes do you have,Making Order,unknown,shoes
29519,jtcq,unknown,unknown,unknown
29520,cpqgy,unknown,unknown,unknown
29521,wrivuqhsrjxxpn,unknown,unknown,unknown
29522,touptbwhjchelmqpk,unknown,unknown,unknown
29523,xhfruwxvvyfwreot,unknown,unknown,unknown
29524,tbjctgbfpjdsu,unknown,unknown,unknown
29525,pwto,unknown,unknown,unknown
29526,qqf,unknown,unknown,unknown
29527,xoi,unknown,unknown,unknown
29528,nenjarou,unknown,unknown,unknown
29529,gaffbkaoj,unknown,unknown,unknown
29530,cjrglmtkif,unknown,unknown,unknown
29531,hditsdy,unknown,unknown,unknown
29532,ocu,unknown,unknown,unknown
29533,txgxfocl,unknown,unknown,unknown
29534,tzhx,unknown,unknown,unknown
29535,bvhlmolmqynolmoedgj,unknown,unknown,unknown
29536,shycrvq,unknown,unknown,unknown
29537,fkds,unknown,unknown,unknown
29538,xaboufy,unknown,unknown,unknown
29539,djrxjbscyyotrqi,unknown,unknown,unknown
29540,sdfgyhhayyvgvtvy,unknown,unknown,unknown
29541,sqlmpjdiibufbqxlm,unknown,unknown,unknown
29542,kzxwsclmjjcxtrqoho,unknown,unknown,unknown
29543,how much does a red jacket cost,Asking for the price,red,jacket
29544,I want to add a shirt is there,Making Order,unknown,shirt
29545,csu,unknown,unknown,unknown
29546,ocqlm,unknown,unknown,unknown
29547,do you still have a black dress,Check Availability,black,dress
29548,qzdpzdzhkzcgaz,unknown,unknown,unknown
29549,rgotzxyijbbrghaszy,unknown,unknown,unknown
29550,csubukndvkelmexqh,unknown,unknown,unknown
29551,sxolmgcnpo,unknown,unknown,unknown
29552,bqpvhedhrgu,unknown,unknown,unknown
29553,wqqlmbezh,unknown,unknown,unknown
29554,iobpklmaaoadzuncvfz,unknown,unknown,unknown
29555,I want to order a jacket is there,Making Order,unknown,jacket
29556,bptugdgfioicvpqhe,unknown,unknown,unknown
29557,niwlmgk,unknown,unknown,unknown
29558,ehlmwwhahinigsb,unknown,unknown,unknown
29559,cwjqisdndy,unknown,unknown,unknown
29560,rfwrpfzhdlm,unknown,unknown,unknown
29561,I need to add a pullover may i ask for,Making Order,unknown,pullover
29562,ezuq,unknown,unknown,unknown
29563,bwklmnlmbibgsrbudh,unknown,unknown,unknown
29564,i am looking for a red shirt,Check Availability,red,shirt
29565,iijlmsdefqaiwvi,unknown,unknown,unknown
29566,yhpgspeoefyonfrq,unknown,unknown,unknown
29567,acaano,unknown,unknown,unknown
29568,hsghwwewg,unknown,unknown,unknown
29569,cwzbl,unknown,unknown,unknown
29570,jfwkstpxh,unknown,unknown,unknown
29571,qvqfxw,unknown,unknown,unknown
29572,gfcbaqlmregynk,unknown,unknown,unknown
29573,I would like to add a shoes can i find,Making Order,unknown,shoes
29574,ikkycefklmzyxuwpcey,unknown,unknown,unknown
29575,bedgv,unknown,unknown,unknown
29576,xtruihgpj,unknown,unknown,unknown
29577,gd,unknown,unknown,unknown
29578,qfb,unknown,unknown,unknown
29579,jfyjunlm,unknown,unknown,unknown
29580,John is dancing,unknown,unknown,unknown
29581,I need to order a pullover do you still have,Making Order,unknown,pullover
29582,znygbplmiiezsa,unknown,unknown,unknown
29583,hkhkwpzxutgqjgoygrp,unknown,unknown,unknown
29584,I want to take a shirt i am looking for,Making Order,unknown,shirt
29585,gcwdzcfx,unknown,unknown,unknown
29586,wgustenczfpeixoc,unknown,unknown,unknown
29587,dhqznfscsvijg,unknown,unknown,unknown
29588,oqsiqh,unknown,unknown,unknown
29589,fgbrzeydgggtadvn,unknown,unknown,unknown
29590,what is the price of a gray shirt,Asking for the price,gray,shirt
29591,uzbqryfhwxix,unknown,unknown,unknown
29592,pgkejx,unknown,unknown,unknown
29593,gh,unknown,unknown,unknown
29594,ntvv,unknown,unknown,unknown
29595,ptjyybevrlmlm,unknown,unknown,unknown
29596,guiixhxjvsb,unknown,unknown,unknown
29597,fzdkrjgj,unknown,unknown,unknown
29598,tuxyfjoulm,unknown,unknown,unknown
29599,lmavjvfhaveslmwzgk,unknown,unknown,unknown
29600,yita,unknown,unknown,unknown
29601,zbjtbkjfsosqqyahgg,unknown,unknown,unknown
29602,rrsjbev,unknown,unknown,unknown
29603,es,unknown,unknown,unknown
29604,lmyjaijib,unknown,unknown,unknown
29605,pjnbgacysvkzcjxfvs,unknown,unknown,unknown
29606,ogahiglmglmjhv,unknown,unknown,unknown
29607,I need to take a shirt is there available,Making Order,unknown,shirt
29608,upiczhlmfi,unknown,unknown,unknown
29609,nbdpwodvjjd,unknown,unknown,unknown
29610,vzfpzry,unknown,unknown,unknown
29611,giojnr,unknown,unknown,unknown
29612,jl,unknown,unknown,unknown
29613,wsytduqeevvubqwrog,unknown,unknown,unknown
29614,enc,unknown,unknown,unknown
29615,qrgxsyejktgzfj,unknown,unknown,unknown
29616,oynpqocuahhoxrxrcv,unknown,unknown,unknown
29617,sjjpiokfhvocl,unknown,unknown,unknown
29618,jpjrncno,unknown,unknown,unknown
29619,oqr,unknown,unknown,unknown
29620,nnrbopujjd,unknown,unknown,unknown
29621,evqvtgfppdorgpckcz,unknown,unknown,unknown
29622,is the green pullover expensive ?,Check Availability,green,pullover
29623,nrzduofbfu,unknown,unknown,unknown
29624,do you still have a blue pullover,Check Availability,blue,pullover
29625,woopvuirapprqu,unknown,unknown,unknown
29626,vfbcczbtepdxscjtkyr,unknown,unknown,unknown
29627,ybf,unknown,unknown,unknown
29628,cdydodeplmduqh,unknown,unknown,unknown
29629,njlmoaxgcnn,unknown,unknown,unknown
29630,fulmzu,unknown,unknown,unknown
29631,dnpsvozes,unknown,unknown,unknown
29632,rvwskiylm,unknown,unknown,unknown
29633,vvwofsbeyqdddvfr,unknown,unknown,unknown
29634,jyelmpqyxkiywhiyn,unknown,unknown,unknown
29635,jvdhvwtyeqwxgilmpej,unknown,unknown,unknown
29636,qkrhcqzanzqq,unknown,unknown,unknown
29637,how much does a olive body cost,Asking for the price,olive,body
29638,yukbidvnbgihtka,unknown,unknown,unknown
29639,dytlmrwujvvjvqlmg,unknown,unknown,unknown
29640,cfufvrvoiflmx,unknown,unknown,unknown
29641,fgag,unknown,unknown,unknown
29642,xbjuaov,unknown,unknown,unknown
29643,ossggazlmdsxtrtzppi,unknown,unknown,unknown
29644,kuilmtabfcheajxgib,unknown,unknown,unknown
29645,nzaxiwigzufvsgba,unknown,unknown,unknown
29646,poflm,unknown,unknown,unknown
29647,I'd like to take a short can i find,Making Order,unknown,short
29648,dnogrtrlmtrjojgsn,unknown,unknown,unknown
29649,psza,unknown,unknown,unknown
29650,eqi,unknown,unknown,unknown
29651,can i find a blue shirt,Check Availability,blue,shirt
29652,twrhvjyie,unknown,unknown,unknown
29653,bhulmrsdkapiuwxikqz,unknown,unknown,unknown
29654,cghp,unknown,unknown,unknown
29655,hsoogqifihfpuctyhib,unknown,unknown,unknown
29656,kppsvqskxcjj,unknown,unknown,unknown
29657,piqcqwh,unknown,unknown,unknown
29658,dbxosrdqcakeow,unknown,unknown,unknown
29659,I want to take a chemise do you have,Making Order,unknown,chemise
29660,eionvqqabds,unknown,unknown,unknown
29661,vqgnb,unknown,unknown,unknown
29662,slmpofzvifpbi,unknown,unknown,unknown
29663,ekqrfhzejctzakojpj,unknown,unknown,unknown
29664,opqbk,unknown,unknown,unknown
29665,vaoxbencaowrgwwzfy,unknown,unknown,unknown
29666,ovfuv,unknown,unknown,unknown
29667,I want to buy a jeans do you still have,Making Order,unknown,jeans
29668,rx,unknown,unknown,unknown
29669,I want to buy a dress can i find,Making Order,unknown,dress
29670,ugwefjrhruzlmjn,unknown,unknown,unknown
29671,asxrlm,unknown,unknown,unknown
29672,tdqgijdf,unknown,unknown,unknown
29673,lmnfw,unknown,unknown,unknown
29674,thafrilmpbxnocxu,unknown,unknown,unknown
29675,fxfwkzqk,unknown,unknown,unknown
29676,nzfzou,unknown,unknown,unknown
29677,pngcn,unknown,unknown,unknown
29678,jincvyfjvcaylmpu,unknown,unknown,unknown
29679,ivlmdsr,unknown,unknown,unknown
29680,I would like to add a dress is there available,Making Order,unknown,dress
29681,ttjqyzxpeptbhstcng,unknown,unknown,unknown
29682,ccfcyixxdzg,unknown,unknown,unknown
29683,what about a yellow pantalon,Check Availability,yellow,pantalon
29684,atnwnw,unknown,unknown,unknown
29685,jgrwveyitq,unknown,unknown,unknown
29686,pnhlmbyuogsagikbjgc,unknown,unknown,unknown
29687,xaugtwtj,unknown,unknown,unknown
29688,axxvkekesrjn,unknown,unknown,unknown
29689,uazpqftsblmaglmkxn,unknown,unknown,unknown
29690,lmdepvskzfw,unknown,unknown,unknown
29691,epg,unknown,unknown,unknown
29692,jwslmvphqbxnifzcpg,unknown,unknown,unknown
29693,rkfeopnrdqtrvwgrg,unknown,unknown,unknown
29694,poqbqctjlm,unknown,unknown,unknown
29695,hzfxlmzt,unknown,unknown,unknown
29696,xrkiklmfccigzzdgfl,unknown,unknown,unknown
29697,eopajantvvy,unknown,unknown,unknown
29698,I need to add a shirt do you have,Making Order,unknown,shirt
29699,ozujuygpxlmoiby,unknown,unknown,unknown
29700,dktalmeusvbssonkpjn,unknown,unknown,unknown
29701,byruxbkfenwyaekkjqb,unknown,unknown,unknown
29702,xcyrqcwest,unknown,unknown,unknown
29703,qzqlmiqvdlmtvhdd,unknown,unknown,unknown
29704,utn,unknown,unknown,unknown
29705,zgcpbuuno,unknown,unknown,unknown
29706,svpuww,unknown,unknown,unknown
29707,hswfnggpsoxfwx,unknown,unknown,unknown
29708,gsxezsa,unknown,unknown,unknown
29709,bisbrdtcdctnhqzfncp,unknown,unknown,unknown
29710,pwzvisbxyx,unknown,unknown,unknown
29711,uhxnxireqidydkvsvec,unknown,unknown,unknown
29712,uhwifaurebclmskrqe,unknown,unknown,unknown
29713,grwrvynkenqqqpdudjn,unknown,unknown,unknown
29714,nqqlmi,unknown,unknown,unknown
29715,I'd like to add a short do you have,Making Order,unknown,short
29716,txtsehjqvnaux,unknown,unknown,unknown
29717,vjedfo,unknown,unknown,unknown
29718,vthqqzqalmuwl,unknown,unknown,unknown
29719,afippt,unknown,unknown,unknown
29720,i am looking for a olive hat,Check Availability,olive,hat
29721,fxovzptsphzz,unknown,unknown,unknown
29722,yfdnfzfgo,unknown,unknown,unknown
29723,I'd like to buy a jacket i am looking for,Making Order,unknown,jacket
29724,epxtkcean,unknown,unknown,unknown
29725,hqwextxzpt,unknown,unknown,unknown
29726,rq,unknown,unknown,unknown
29727,how much does a red pullover cost,Asking for the price,red,pullover
29728,jsui,unknown,unknown,unknown
29729,I need to add a pantalon i am looking for,Making Order,unknown,pantalon
29730,vevdaxewlmbb,unknown,unknown,unknown
29731,gfdlmwpvyqxicccetq,unknown,unknown,unknown
29732,zs,unknown,unknown,unknown
29733,twrui,unknown,unknown,unknown
29734,i am looking for a blue shirt,Check Availability,blue,shirt
29735,xsiw,unknown,unknown,unknown
29736,ydhkuxqoebthpf,unknown,unknown,unknown
29737,ifxbtyceqzx,unknown,unknown,unknown
29738,cserznlmotxurb,unknown,unknown,unknown
29739,fff,unknown,unknown,unknown
29740,ygxnuxnpwajuwwsrnd,unknown,unknown,unknown
29741,aacyuv,unknown,unknown,unknown
29742,guyvdlmbjagbjq,unknown,unknown,unknown
29743,zklm,unknown,unknown,unknown
29744,lmjtgsjaosda,unknown,unknown,unknown
29745,urrjzenyqy,unknown,unknown,unknown
29746,eykzd,unknown,unknown,unknown
29747,vrzlmuj,unknown,unknown,unknown
29748,uvuc,unknown,unknown,unknown
29749,kvscbeuabxafy,unknown,unknown,unknown
29750,ahjewftuclmc,unknown,unknown,unknown
29751,I would like to buy a short is there,Making Order,unknown,short
29752,may i ask for a cyan jacket,Check Availability,cyan,jacket
29753,rtzdznaxaphceezt,unknown,unknown,unknown
29754,djiktqtcxgrinepbops,unknown,unknown,unknown
29755,lmjarjvcrsi,unknown,unknown,unknown
29756,rukflmquulmtcl,unknown,unknown,unknown
29757,pggpvdlm,unknown,unknown,unknown
29758,cqfxkpza,unknown,unknown,unknown
29759,wvwxkhfdnnjn,unknown,unknown,unknown
29760,qayptriddlmw,unknown,unknown,unknown
29761,hxcavcg,unknown,unknown,unknown
29762,can i find a gray hat,Check Availability,gray,hat
29763,voqizrekjuxirssf,unknown,unknown,unknown
29764,aebn,unknown,unknown,unknown
29765,fqysnsqzpdsb,unknown,unknown,unknown
29766,ofkpqlmozqaaptqusb,unknown,unknown,unknown
29767,gdqwq,unknown,unknown,unknown
29768,yjt,unknown,unknown,unknown
29769,tdizgbdukdofqad,unknown,unknown,unknown
29770,jtscnezoz,unknown,unknown,unknown
29771,kbzzjqxcgoyqvzfr,unknown,unknown,unknown
29772,dysyirthrbdt,unknown,unknown,unknown
29773,sxi,unknown,unknown,unknown
29774,ozeegrfhxgnwrgglmd,unknown,unknown,unknown
29775,gixpujvfyksbcv,unknown,unknown,unknown
29776,cobnrqhcwhifu,unknown,unknown,unknown
29777,what is the price of a green body,Asking for the price,green,body
29778,I'd like to buy a short do you have,Making Order,unknown,short
29779,owwrlmayttxgwlmpbns,unknown,unknown,unknown
